genres,id,original_language,overview,popularity,release_year,runtime,title,vote_average,vote_count,actors,director
"Family,Animation,Comedy,Adventure",82690,en,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",62.341073,2012,108,Wreck-It Ralph,7.1,4570,"John C. Reilly,Sarah Silverman,Jack McBrayer,Jane Lynch,Alan Tudyk,Mindy Kaling,Joe Lo Truglio,Ed O'Neill,Dennis Haysbert,Adam Carolla,Horatio Sanz,Rich Moore,Edie McClurg,Jess Harnell,Rachael Harris,Skylar Astin,Katie Lowes,Jamie Elman,Josie Trinidad,Cymbre Walk,Phil Johnston,Stefanie Scott,John DiMaggio,Raymond S. Persi,Brian Kesinger,Martin Jarvis,Tucker Gilmore,Brandon Scott,Tim Mertens,Maurice LaMarche,Roger Craig Smith,Kyle Hebert,Reuben Langdon,Gerald C. Rivers,Kevin Deters,Jamie Sparer Roberts,Ava Acres,Isabella Acres,Bob Bergen,David Boat,Mike Carlsen,Reed Buck,David Cowgill,Jim Cummings,Debi Derryberry,Terri Douglas,Sandy Fox,Eddie Frierson,Earl Ghaffari,Emily Hahn,Jennifer Hale,Daniel Kaz,Dave Kohut,Lauren MacMullan,Mona Marshall,Scott Menville,Laraine Newman,Paul Pape,Lynwood Robinson,Trenton Rogers,Jadon Sand,Kath Soucie,April Stewart,Fred Tatasciore,Jennifer Christine Vera,E.G. Daily",Rich Moore
"Adventure,Animation,Family,Fantasy",5255,en,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",47.323228,2004,100,The Polar Express,6.4,1474,"Tom Hanks,Michael Jeter,Nona Gaye,Peter Scolari,Eddie Deezen,Leslie Zemeckis,Steven Tyler,Julene Renee,Chris Coppola,Charles Fleischer",Robert Zemeckis
"Action,Adventure,Science Fiction",47933,en,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",48.775723,2016,120,Independence Day: Resurgence,4.9,2491,"Liam Hemsworth,Jeff Goldblum,Bill Pullman,Maika Monroe,Sela Ward,William Fichtner,Vivica A. Fox,Charlotte Gainsbourg,Brent Spiner,Judd Hirsch,Patrick St. Esprit,Joey King,Jessie Usher,Chin Han,AngelaBaby,Grace Huang,Ryan Cartwright,Garrett Wareing,Gbenga Akinnagbe,Mckenna Grace,Ron Yuan,Alice Rietveld,Nicolas Wright,Travis Tope,James A. Woods,Robert Loggia,Deobia Oparei,Travis Hammer,John Storey,Hays Wellford,Sam Quinn,Alma Sisneros,Diana Gaitirira,Humberto Castro,Richard Beal,Joshua Mikel,Monique Candelaria,Stafford Douglas,Robert Neary,Beth Bailey,Mona Malec,Grizelda Quintana,Lance Lim,Brandon K. Hampton,Kenny Leu,Joel Virgel,Jacob Browne,Matthew Munroe,Jade Scott Lewis,Zeb Sanders,Donovan Tyee Smith,Omar Diop,Stephen Oyoung,Casey Messer,J.P. Murrieta,Ava Del Cielo,Leilei Chen,Catharine Pilafas,Katrina Kavanaugh,Jason E. Hill,Sylvie Hagan,Evan Bryn Graves,Aaron Tyler,Jenna Purdy,Arturo del Puerto,Ben Wang,Nicholas Ballas",Roland Emmerich
"Fantasy,Adventure,Animation,Family",10191,en,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",67.263269,2010,98,How to Train Your Dragon,7.5,4227,"Jay Baruchel,Gerard Butler,Craig Ferguson,America Ferrera,Jonah Hill,Christopher Mintz-Plasse,T.J. Miller,Kristen Wiig,Robin Atkin Downes,Philip McGrade,Kieron Elliott,Ashley Jensen,David Tennant","Chris Sanders,Dean DeBlois"
"Action,Thriller,Science Fiction",296,en,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",69.405188,2003,109,Terminator 3: Rise of the Machines,5.9,2143,"Arnold Schwarzenegger,Nick Stahl,Claire Danes,Kristanna Loken,David Andrews,Mark Famiglietti,Earl Boen,Moira Harris,Chopper Bernet,Christopher Lawford,Alana Curry,Chris Hardwick,Robert Alonzo,Susan Merson",Jonathan Mostow
"Action,Science Fiction,Adventure",118340,en,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",481.09862400000003,2014,121,Guardians of the Galaxy,7.9,9742,"Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,Bradley Cooper,Lee Pace,Michael Rooker,Karen Gillan,Djimon Hounsou,John C. Reilly,Glenn Close,Benicio del Toro,Wyatt Oleff,Josh Brolin,Sean Gunn,Alexis Denisof,Ophelia Lovibond,Peter Serafinowicz,Gregg Henry,Laura Haddock,Melia Kreiling,Christopher Fairbank,Mikaela Hoover,Marama Corlett,Emmett Scanlan,Alexis Rodney,Tom Proctor,Spencer Wilding,Fred,James Gunn,Stan Lee,Stephen Blackehart,Naomi Ryan,Lloyd Kaufman,Nathan Fillion,Rob Zombie,Tyler Bates,Seth Green,Krystian Godlewski,Janis Ahern,Solomon Mousley,Lindsay Morton,Robert Firth,Nick Holmes,Max Wrottesley,Nicole Alexandra Shipley,Sharif Atkins,Brendan Fehr,Ronan Summers,Tomas Arana,Dominic Grant,Alison Lintott,Keeley Forsyth,Frank Gilhooley,Enzo Cilenti,Richard Katz,Enoch Frost,Laura Ortiz,Rosie Jones,Abidemi Sobande,Alex Rose,Ekaterina Zalitko,Emily Redding,Jennifer Moylan-Taylor,Bruce Mackinnon,Ralph Ineson,John Brotherton,Graham Shiels,Douglas Robson,Rachel Cullen,Isabella Poynton,Imogen Poynton,David Yarovesky,Miriam Lucia,Raed Abbas,Freddie Andrews,Jozef Aoki,Helen Banks,Marianna Dean,Erica Melargo",James Gunn
"Adventure,Drama,Science Fiction",157336,en,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,724.247784,2014,169,Interstellar,8.1,10867,"Matthew McConaughey,Jessica Chastain,Anne Hathaway,Michael Caine,Casey Affleck,Mackenzie Foy,Timothée Chalamet,Bill Irwin,Matt Damon,Ellen Burstyn,John Lithgow,Wes Bentley,Topher Grace,David Oyelowo,David Gyasi,William Devane,Josh Stewart,Collette Wolfe,Leah Cairns,Russ Fega,Lena Georgas,Jeff Hephner,Elyes Gabel,Brooke Smith,Liam Dickinson,Francis X. McCarthy,Andrew Borba,Flora Nolan,William Patrick Brown,Cici Leah Campbell,Kristian Van der Heyden,Mark Casimir Dyniewicz,Joseph Oliveira,Ryan Irving,Alexander Michael Helisek,Benjamin Hardy",Christopher Nolan
"Action,Thriller,Science Fiction,Mystery,Adventure",27205,en,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",167.58371,2010,148,Inception,8.1,13752,"Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page,Tom Hardy,Ken Watanabe,Cillian Murphy,Marion Cotillard,Michael Caine,Dileep Rao,Tom Berenger,Pete Postlethwaite,Lukas Haas,Talulah Riley,Tohoru Masamune,Taylor Geare,Claire Geare,Johnathan Geare,Yuji Okumoto,Earl Cameron,Ryan Hayward,Miranda Nolan,Russ Fega,Tim Kelleher,Coralie Dedykere,Silvie Laguna,Virgile Bramly,Nicolas Clerc,Jean-Michel Dagory,Marc Raducci",Christopher Nolan
"Action,Adventure,Drama,Horror,Science Fiction",315011,ja,"From the mind behind Evangelion comes a hit larger than life.  When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.",9.476999000000001,2016,120,Shin Godzilla,6.5,143,"Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara,Kengo Kora,Matsuo Satoru,Mikako Ichikawa,Issei Takahashi,Kanji Tsuda,Shinya Tsukamoto,Toru Nomaguchi,Daisuke Kuroda,Ren Osugi,Kimiko Yo,Akira Emoto,Sei Hiraizumi,Toru Tezuka,Kenichi Yajima,Akira Hamada,Ikuji Nakamura,Tetsu Watanabe,Jun Kunimura,Shingo Tsurumi,Jun Hashimoto,Pierre Taki,Takumi Saito,KREVA,Ken Mitsuishi,Kyusaku Shimada,Taro Suwa,Yû Kamio,Arata Furuta,Moro Morooka,Kôsei Katô,Shohei Abe,Keisuke Koide,Hairi Katagiri,Suzuki Matsuo,Takahiro Miura,Yôta Kawase,Ren Mori,Atsuko Maeda,Kazuo Hara,Isshin Inudô,Akira Ogata,Hideaki Anno,Kihachi Okamoto,Mansai Nomura,Mayumi Ogawa,Katsuhiko Yokomitsu","Hideaki Anno,Shinji Higuchi"
"Adventure,Fantasy,Action",49051,en,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",108.849621,2012,169,The Hobbit: An Unexpected Journey,7.0,8297,"Ian McKellen,Martin Freeman,Richard Armitage,Andy Serkis,Cate Blanchett,Christopher Lee,Sylvester McCoy,Ian Holm,Elijah Wood,Hugo Weaving,Lee Pace,Conan Stevens,Bret McKenzie,Aidan Turner,James Nesbitt,Graham McTavish,Barry Humphries,Ken Stott,Jeffrey Thomas,Mark Hadlow,John Callen,William Kircher,John Bell,Benedict Cumberbatch,Dean O'Gorman,Manu Bennett,Jed Brophy,Adam Brown,Stephen Hunter,Tim McLachlan",Peter Jackson
"Action,Crime,Thriller",9799,en,"Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",6.909942,2001,106,The Fast and the Furious,6.6,3428,"Paul Walker,Vin Diesel,Michelle Rodriguez,Jordana Brewster,Rick Yune,Chad Lindberg,Johnny Strong,Ted Levine,Matt Schulze,Thom Barry,Ja Rule,Vyto Ruginis,Stanton Rutledge,Noel Gugliemi,RJ de Vera,Beau Holden,Reggie Lee,David Douglas,Peter 'Navy' Tuiasosopo,F. Valentino Morales,Neal H. Moritz,Rob Cohen,Kevin Smith,Doria Clare Anselmo,Glenn K. Ota,Mike White,Delphine Pacific,Monica Tamayo,Megan Baker,Tammy Monica Gegamian",Rob Cohen
"Fantasy,Drama,Thriller,Mystery,Romance",4922,en,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",60.269279000000004,2008,166,The Curious Case of Benjamin Button,7.3,3292,"Cate Blanchett,Brad Pitt,Tilda Swinton,Julia Ormond,Elle Fanning,Madisen Beaty,Jason Flemyng,Elias Koteas,Taraji P. Henson,Josh Stewart,Faune A. Chambers,Donna DuPlantier,Jacob Tolano,Ed Metzger,Danny Vinson,David Jensen,Joeanna Sayler,Rus Blackwell,Mahershala Ali,Adrian Armas,Phyllis Somerville,Lance E. Nichols,David Ross Paterson,Fiona Hale,Marion Zinser,Edith Ivey,Patrick Thomas O'Brien,Ted Manson,Clay Cullen,Peter Donald Badalamenti II,Paula Gray,Jared Harris,Earl Maddox,Bianca Chiminello,Emma Degerstedt,Megan Brown,Clay Chamberlin",David Fincher
"Action,Science Fiction,Adventure",49538,en,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",3.195174,2011,132,X-Men: First Class,7.1,5181,"James McAvoy,Michael Fassbender,Jennifer Lawrence,Kevin Bacon,Rose Byrne,Nicholas Hoult,January Jones,Jason Flemyng,Lucas Till,Caleb Landry Jones,Zoë Kravitz,Oliver Platt,Edi Gathegi,Álex González,Matt Craven,Rade Serbedzija,Glenn Morshower,Michael Ironside,Morgan Lily,Laurence Belcher,Beth Goddard,Bill Milner,Don Creech,Demetri Goritsas,James Remar,Ray Wise,Brendan Fehr,Hugh Jackman,Rebecca Romijn,David Agranov,Neil Fingleton,Corey Johnson,Annabelle Wallis,Éva Magyar,Tony Curran,Randall Batinkoff,Arthur Darbinyan,Georg Nikoloff,James Faulkner,Ludger Pistor,Wilfried Hochholdinger",Matthew Vaughn
"Action,Adventure,Science Fiction",131634,en,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",127.28442700000001,2015,137,The Hunger Games: Mockingjay - Part 2,6.6,3984,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Elizabeth Banks,Julianne Moore,Philip Seymour Hoffman,Jeffrey Wright,Stanley Tucci,Donald Sutherland,Willow Shields,Sam Claflin,Jena Malone,Mahershala Ali,Wes Chatham,Natalie Dormer,Elden Henson,Evan Ross,Patina Miller,Paula Malcomson,Stef Dawson,Meta Golding,Gwendoline Christie,Robert Knepper,Omid Abtahi,Eugenie Bondurant,Sarita Choudhury,Brandon Cyrus,Michelle Forbes,Thomas Blake Jr.,Linds Edwards,Toby Jones,Joe Chrest,Mark Jeffrey Miller,Desmond Phillips,April Grace,Phillip Troy Linger,Misty Ormiston,Kim Ormiston,Elle Graham,Lacy Dmitriew,Kate Rachesky,David Hallyday,Bear Lawrence,Theodore Lawrence,Gary Sievers,Emma Elle Roberts,Alexander Yassin,Lauren Henneberg,Jasmine Ahnie,Sue-Lynn Ansari",Francis Lawrence
"Fantasy,Adventure,Action,Comedy,Drama",27022,en,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",35.580815,2010,109,The Sorcerer's Apprentice,5.8,1470,"Nicolas Cage,Jay Baruchel,Monica Bellucci,Alfred Molina,Teresa Palmer,Ethan Peck,Alice Krige,Peyton List,Toby Kebbell,Omar Benson Miller,Jake Cherry,James A. Stephens,Gregory Woo,Ian Alda",Jon Turteltaub
"Adventure,Action,Drama,Thriller",503,en,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.",21.133748,2006,99,Poseidon,5.5,583,"Kurt Russell,Richard Dreyfuss,Josh Lucas,Jacinda Barrett,Emmy Rossum,Mike Vogel,Mía Maestro,Jimmy Bennett,Andre Braugher,Freddy Rodríguez,Kevin Dillon,Kirk B.R. Woller,Fergie,Gabriel Jarret",Wolfgang Petersen
Fantasy,241259,en,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.",56.268916000000004,2016,113,Alice Through the Looking Glass,6.5,1725,"Johnny Depp,Mia Wasikowska,Anne Hathaway,Helena Bonham Carter,Alan Rickman,Michael Sheen,Sacha Baron Cohen,Andrew Scott,Toby Jones,Rhys Ifans,Timothy Spall,Ed Speleers,Stephen Fry,Lindsay Duncan,Matt Lucas,Tom Godwin,Richard Armitage,Amelia Crouch,Leilah de Meza,Geraldine James,Leo Bill,Barbara Windsor,Meera Syal,Hattie Morahan,Simone Kirby,Siobhan Redmond,Frances de la Tour,Paul Whitehouse,Michael Sheen,Matt Vogel,Paul Hunter,Wally Wingert,Louis Ashbourne Serkis,Joanna Bobin,Joe Hurst,Oliver Hawkes,Frederick Warder,Eve Hedderwick Turner,Daniel Hoffmann-Gill,Jamie Baughan,Matt Wilman,Siobhan McSweeney,Owain Rhys Davies,Edward Petherbridge,Richard Syms,Neil Edmond,Bill Thomas,Carol Been,Ross Carpenter,Melissa Collier,Heather Craig,Janine Craig,Leigh Daniels,Jules Davison,Matt Dempsey,Nikki Dunsford,Stephanie Elstob,Steve Fortune,Jane Fowler,Adam Galbraith,Chris Grierson,Dale Mercer,William Mowat,Cris Penfold,Kraig Thornber,Carl Walker,Claire Winsper,Freddie Andrews,Isaac Andrews,Lasco Atkins,Lauren Beacham,Alexander Bracq,Austin Burrows,Adam Burton,Sarah Butterworth,Yue Ting Cheng,Frances de la Tour,Angela Dee,Karl Farrer,Wayne Gibbon,Ross Green,Jacob Greener-Tofts,Kyle Hebert,Matt Hookings,Bomber Hurley-Smith,Mark Jury,Minouche Kaftel,Martyn Mayger,Alida Pantone,Alexander James Rodriguez,Riku Rokkanen,Steve Saunders,Mike Simmrin,Karol Steele,Daniel Westwood,Tom Whelehan,Christian Wolf-La'Moy ,Charlotte Worwood",James Bobin
"Fantasy,Adventure,Animation,Comedy,Family",810,en,"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",42.986467,2007,93,Shrek the Third,6.0,2278,"Mike Myers,Eddie Murphy,Cameron Diaz,Julie Andrews,Antonio Banderas,John Cleese,Rupert Everett,Eric Idle,Amy Sedaris,Justin Timberlake,John Krasinski,Maya Rudolph,Amy Poehler,Seth Rogen,David P. Smith,Susanne Blakeslee,Cody Cameron,Larry King,Christopher Knights,Ian McShane,Cheri Oteri,Regis Philbin,Conrad Vernon,Aron Warner,Jasper Johannes Andrews,Guillaume Aretos,Kelly Asbury,Zachary James Bernard,Andrew Birch,Sean Bishop,Kelly Cooney,Walt Dohrn,Dante James Hauser,Jordan Alexander Hauser,Tom Kane,Tom McGrath,Chris Miller,Latifa Ouaou,Alina Phelan,Mark Valley,Kari Wahlgren","Chris Miller,Raman Hui"
"Action,Adventure,Fantasy",68735,en,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",63.148529,2016,123,Warcraft,6.3,2268,"Paula Patton,Travis Fimmel,Ben Foster,Robert Kazinsky,Dominic Cooper,Toby Kebbell,Ben Schnetzer,Daniel Wu,Clancy Brown,Ruth Negga,Callum Keith Rennie,Ryan Robbins,Burkley Duffield,Donnie MacNeil,Michael Adamthwaite,Dylan Schombing,Mackenzie Gray,Terry Notary,Anna Galvin,Glenn Close,Dean Redman,Glenn Ennis,Elena Wurlitzer,Anna Van Hooft,Callan Mulvey,Adrian Glynn McMorran,Kyle Rideout,Mike Antonakos,Elisabeth Rosen,Patrick Sabongui,Wesley MacInnes,Mackenzie Gray,Christian Sloan,Valérie Wiseman,Dan Payne,Eugene Lipinski,Christina Jastrzembska,Travis MacDonald,Frank C. Turner,Trevor Mack,Donavon Stinson,Joel Sturrock,Jill Morrison,G. Michael Gray,Raj Lal,Donnie MacNeil,Michael Patric",Duncan Jones
"Science Fiction,Action,Thriller,Adventure",87101,en,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",202.04263500000002,2015,126,Terminator Genisys,5.8,3631,"Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Jai Courtney,J.K. Simmons,Dayo Okeniyi,Matt Smith,Courtney B. Vance,Lee Byung-hun,Michael Gladis,Sandrine Holt,Wayne Bastrup,Gregory Alan Williams,Otto Sanchez,Matty Ferraro,Griff Furst,Aaron V. Williamson,Seth Meriwether,Afemo Omilami,Teri Wyble,Kerry Cahill,Mark Adam,Kerry O'Malley,Willa Taylor,James Moses Black,Terry Dale Parks,Douglas Smith,Anthony Michael Frederick,Brandon Stacy,Brett Azar,Douglas M. Griffin,Ernest Wells",Alan Taylor
"Adventure,Family,Fantasy",10140,en,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",49.661984000000004,2010,113,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514,"Skandar Keynes,Georgie Henley,Simon Pegg,Gary Sweet,Arthur Angel,Tilda Swinton,Tony Nixon,Shane Rangi,Colin Moody,Ben Barnes,Will Poulter,Terry Norris,Bruce Spence,Bille Brown,Laura Brent,Anna Popplewell,William Moseley,Liam Neeson,Arabella Morton",Michael Apted
"History,Romance,War",676,en,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",34.20669,2001,183,Pearl Harbor,6.6,1791,"Ben Affleck,Josh Hartnett,Kate Beckinsale,Cuba Gooding Jr.,Jon Voight,Alec Baldwin,Tom Sizemore,William Lee Scott,Greg Zola,Ewen Bremner,Jaime King,Catherine Kellner,Jennifer Garner,Sara Rue,Michael Shannon,Dan Aykroyd,Colm Feore,Mako,John Fujioka,Cary-Hiroyuki Tagawa,Jesse James,Reiley McClendon,William Fichtner,Steve Rankin,Brian Haley,Graham Beckel,Viv Weatherall,Angel Sing,Rufus Dorsey,Matthew Davis,David Hornsby,Scott Wilson,Howard Mungo,Randy Oglesby,Ping Wu,Stan Cahill,Tom Everett,Tomas Arana,Beth Grant,Sung Kang,Raphael Sbarge,Marty Belafsky,Yuji Okumoto,Josh Green,Ian Bohen,Michael Milhoan,Peter Firth,Marco Gould,Andrew Bryniarski,Nicholas Downs,Tim Choate,John Diehl,Joseph Patrick Kelly,Ron Harper,Ted McGinley,Madison Mason,Kim Coates,Glenn Morshower,Paul Francis,Scott Wiper,Eric Christian Olsen,Rod Biermann,Noriaki Kamata,Garret Sato,Eiji Inoue,Precious Chong,Jeff Wadlow,Will Gill Jr.,Seth Sakai,Curtis Andersen,Blaine Pate,John Pyper-Ferguson,Michael Shamus Wiles,Toru Tanaka Jr.,Sean Gunn,Josh Ackerman,Matt Casper,David Kaufman,Lindsey Ginter,Guy Torry,Leland Orser,Peter James Smith,Pat Healy,Thomas Wilson Brown,Chad Morgan,James Saito,Tak Kubota,Robert Jayne,Vic Chao,Fred Koehler,Ben Easter,Cory Tucker,Abe Sylvia,Jason Liggett,Bret Roberts,Sean Faris,Nicholas Farrell,Tony Curran,Daniel Mays,Toshi Toda,Jaymee Ong",Michael Bay
"Adventure,Science Fiction,Action",1858,en,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",25.468493,2007,144,Transformers,6.6,4040,"Shia LaBeouf,Josh Duhamel,Megan Fox,Rachael Taylor,Tyrese Gibson,Jon Voight,John Turturro,Anthony Anderson,Peter Cullen,Mark Ryan,Hugo Weaving,Kevin Dunn,Michael O'Neill,Julie White,Amaury Nolasco,Bernie Mac,Colton Haynes,Brian Stepanek,Frederic Doss,Michael Bay,John Robinson,Odette Annable,Zack Ward,Travis Van Winkle,Peter Jacobson,Glenn Morshower,Chris Ellis,Samantha Smith,Rick Gomez,Tom Lenk,Michelle Pierce,Darius McCrary,Robert Foxworth,Jess Harnell,Reno Wilson,Charlie Adler,Tom Everett,Scott Peat",Michael Bay
"War,History,Action,Adventure,Drama,Romance",1966,en,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",39.019228999999996,2004,175,Alexander,5.6,927,"Colin Farrell,Angelina Jolie,Val Kilmer,Jared Leto,Jonathan Rhys Meyers,Anthony Hopkins,Jessie Kamm,Christopher Plummer,Connor Paolo,Patrick Carroll,Peter Williamson,Morgan Christopher Ferris,Robert Earley,Aleczander Gordon,John Kavanagh,Gary Stretch,Rosario Dawson,Féodor Atkine,Toby Kebbell,Fiona O'Shaughnessy,Laird Macintosh,Francisco Bosch,Neil Jackson,Garrett Lombard,Chris Aberdein,Rory McCann,Raz Degan,Joseph Morgan,David Bedella,Brian Blessed,Marie Meyer,Nick Dunning,Elliot Cowan,Ian Beattie,Denis Conway,Michael Dixon,Tim Pigott-Smith,Erol Sander,Stéphane Ferrara,Tadhg Murphy,Annelise Hesme,Tsouli Mohammed,Rab Affleck,Michelle Lukes,Gillian Grueber,Anjali Mehra,Benny Maslov,Monica Zamora,Monica Perego,Tania Matos,Marta Barahona",Oliver Stone
"Adventure,Fantasy,Family,Mystery",675,en,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",78.14439499999999,2007,138,Harry Potter and the Order of the Phoenix,7.4,5494,"Daniel Radcliffe,Rupert Grint,Emma Watson,Michael Gambon,Ralph Fiennes,Tom Felton,Robbie Coltrane,Alan Rickman,Maggie Smith,Helena Bonham Carter,Brendan Gleeson,Gary Oldman,Jason Isaacs,Imelda Staunton,Matthew Lewis,Bonnie Wright,James Phelps,Oliver Phelps,Evanna Lynch,Richard Griffiths,Fiona Shaw,Robert Hardy,Emma Thompson,Julie Walters,David Thewlis,Natalia Tena,Harry Melling,David Bradley,Mark Williams,Katie Leung,Chris Rankin,Devon Murray,Alfie Enoch,Warwick Davis,Jamie Waylett,Josh Herdman,Shefali Chowdhury,Afshan Azad,Geraldine Somerville,Adrian Rawlins,Kathryn Hunter,George Harris,Peter Cartwright,Brigitte Millar,Sian Thomas,Apple Brook,William Melling,Jim McManus,Nick Shirm,Ryan Nelson,Sam Beazley,John Atterbury,Richard Leaf,Timothy Spall,Lauren Shotton,Nicholas Blane,Jason Boyd,Richard Macklin,Christopher Rithin,Tony Maudsley,Timothy Bateson,Jessica Hynes,Michael Wildman,Jason Piper,Arben Bajraktaraj,Peter Best,Richard Trinder,Richard Cubison,Tav MacDougall,Alec Hopkins,Robbie Jarvis,James Walters,Charles Hughes,James Utechin,James Payton,Lisa Wood,Cliff Lanning,Miles Jupp,Jamie Wolpert,Daisy Haggard",David Yates
